text,language,class,label,source_id
Ọ na-eme atụmatụ maka ya onwe ya... gị aspirant ike ọbụna zaa miri ọgụgụ isi ajụjụ ♀️ ♀️,Igbo,0,Not Hate,5512
Yarinya yanke ka kudi da kuma ba ka ko da baiwa daya zagaye,Hausa,2,Hate,5103
Bobs ..,Yoruba,0,Not Hate,5472
"That was typical Igbo man attitude ,always thinking their thought is right with arrogance , when SW keep encouraging their people to have PVC they are busy supporting miscreants to burn their PVC because they lack understanding of democracy",English,2,Hate,6419
Pls not by gunmen but by Fulani Terrorist.,English,2,Hate,6420
Mumu inda ta ambaci Arewa a cikin tweet.,Hausa,1,Neutral,6271
Wannan mutumin Koeman ba shi da amfani,Hausa,1,Neutral,5783
"Don't mind dem jawe, SCAMKLEF "": Dey just dont want 2 see u happy""",English,1,Neutral,6421
"Yin amfani da 'yan gudun hijira a Arewa da Kudu yana taimaka wa 'yan siyasa; bayan duk ba JEG ce ta yi magudi da kuri'un Arewa ba, gwamnatocin Nprths ne!",Hausa,1,Neutral,6386
Simon Lalong pụtara dị ka onyeisi oche nke Northern Governors Forum Daily Trust LINK,Igbo,0,Not Hate,4988
"You and Kosy are wicked people, terrible teachers like this. I teach your friend Ibibio on a regular and he is here hoarding Igbo phonetics. Wicked lots",English,1,Neutral,6422
Àwọn ọmọ Eskimo Amẹ́ríkà ni wọ́n ń ta.,Yoruba,0,Not Hate,6459
": ""Ẹni tí kò bá ṣègbọràn sí Ọlọ́run tàbí tó pinnu láti ṣègbọràn sí Ọlọ́run kò ní inú dídùn sí Ìjọsìn"". - Ọ̀mọ̀wé Onímọ̀ràn Tó Jẹ́ Mùsùlùmí Láyé Àkọ́kọ́, tí Ima...",Yoruba,0,Not Hate,5503
Irin wannan mugunta da al'adu da dama a kudancin Najeriya suka yi wa gwauraye eh!,Hausa,2,Hate,6279
"Ìwà òmùgọ̀ àti ìwà òmùgọ̀ yìí, ìyẹn ni bí òsì ṣe lè lọ tó bí kò bá ti ní àbáyọ tó tọ́.",Yoruba,1,Neutral,6495
"Govt interests didn't send in those protesters That's why the police fuck with them NURTW Agbero, killer Fulani herdsmen, killer bandits and hoodlums all represent govt interest in one form or another. Hence the police inactivity Nigeria is not worth dying or fighting for.",English,1,Neutral,6423
"Àwọn ọmọ ọdún mẹ́tàlá ń sọ̀rọ̀ nípa ìbálòpọ̀ tí kò dára, ẹ̀yin ọmọbìnrin tó ti di ara ẹ̀yìn-ò-rẹyìn.",Yoruba,2,Hate,6133
"Kai yarinya me ya sa fuck kusa da m maza, yadda za mu zama fadi kafin aure fucking bitch.",Hausa,2,Hate,5406
"89,170.",English,0,Not Hate,6424
Ekwenyere m kpamkpam: Ụmụ agbọghọ Yoruba bụ ndị ajọ omume.,Igbo,2,Hate,4744
Nwaanyị?? Gịnị ka ị na-aṅụ? 😂😂😂,Igbo,0,Not Hate,6352
Ọ bụrụ na Chelsea agaghị eche Lille ma ọ bụ Benfica ihu M ga-ama na UEFA a draw bụ nnọọ rụrụ arụ n'ihi na......,Igbo,0,Not Hate,4851
"Yoruba Cursed Prodigal Son no dey see ds kind video advertise 4 their Brainwashed 5% Buharists who enjoys though grudgingly, living in Darkness, Massive Starvation, Untimely Deaths, Empty Brain and Hallucinated minds, Janjaweed killing Urchin Supporters of . LINK",English,1,Neutral,6425
"Àwọn àkọlé ìwé ìròyìn Nàìjíríà 23 January, 2016. *Àrùn Lasaa mú ìbùkún wá fún wa Àwọn tó ń ta àwọn ọ̀tá sóko..LINK",Yoruba,0,Not Hate,5674
"Igbo politicians are political idiots, fools, nonentities... Bastards and vultures.... Animals... @",English,2,Hate,6426
"General Buhari akpọọla ogbako n'ihe na-erughị abụọ n'ihi na ehichapụla tweet ya nke na-egbu ndị Igbo, mana a na-egbu ndị mmadụ kwa ụbọchị dịka anụmanụ ma ọ dịghị otu okwu ọ na-ekwu, ""Usoro ọchịchị na Naịjirịa bụ nke rụrụ arụ ruo n'isi ya.",Igbo,1,Neutral,4699
Nigeria ladies are crazy,English,2,Hate,6427
"Mo rò pé o òmùgọ̀, o ò sì mọ̀ pé o òmùgọ̀, tí o sì ń fi àrífín sọ̀rọ̀? bí mo bá ń fọ ilẹ̀ náà, tí mi ò bá ní rí àjálù tó ń wáyé láàárín àwọn èèyàn bíi tìẹ, màá tún fi ilé ìwẹ̀ kún un.",Yoruba,1,Neutral,5913
"Ugandan mere ka ndị na-eto eto Soro Soke bụ́ ndị ""na-abụghị ndị ọchịchị"" dị umeala n'obi 😂😂😂 A kpọrọ otu ọchịchị ahụ na-abaghị uru n'ụlọ ka ọ napụta ha.",Igbo,1,Neutral,6621
🤔wetyn Chinyere nọ go see for Galilee,English,0,Not Hate,6428
"O ṣeun, ọmọ mi... o ni ohun elo, o ""ṣe"" ọrọ naa... o ni ayọ...",Yoruba,0,Not Hate,6095
"Ẹ jẹ́ kí gbogbo ayé mọ̀ pé àwọn ọmọ ogun Bùhari àti àwọn jàǹdùkú rẹ̀, àwọn ọmọ ogun Fúláńì, jẹ́ ẹ̀jẹ̀ tí wọ́n ń mu èṣù.",Yoruba,2,Hate,4737
"Wannan shine yadda munafuncin Najeriya / Arewa ke aiki... suna shiga cikin ""tashin hankali"" na zabi...",Hausa,2,Hate,4917
"Muna cewa ""duk mata karuwai ne &amp; # 91; kuma] kudi ne kawai ke sa su farin ciki. "" Muna manta da 'yan matanmu suna jin wannan daga gare mu kuma suna gaskata ...",Hausa,2,Hate,5937
🤣🤣🤣🤣 Kuma mutanen arewa da ke da kungiyoyin ta'addanci biyu mafi muni a Afirka suna zaman lafiya ne?😂😂 Arewacin Najeriya ne dalilin da ya sa Najeriya ke cikin matsayi na kunya na kasar da ta fi yawan ta'addanci a Afirka kuma ta uku a duniya. Smh.,Hausa,2,Hate,4807
Wataƙila wani arewa dabam da na girma kuma na yi rayuwa ta gaba ɗaya....... duk waɗannan masu sayar da miyagun ƙwayoyi na aboki a kasuwa ba tare da NCDC ko nafdac sun kama su ba saboda su 'yan arewa ne Wannan Yusuf yana bukatar a yi masa bulala walahi,Hausa,1,Neutral,4740
"😂tell ur niggas friends u r single . If they agree with u , u are single!",English,0,Not Hate,6429
"Yomi fabiyi jẹ ọkunrin ti o buru pupọ bcs Mo ni idaniloju pe ọkunrin ti o dagba ko yoo ronu bi o ti ronu, ko paapaa sọrọ nipa ọkunrin kan pẹlu ọmọ kan... Emi ko le ni ibatan si i ki o se sef dey ṣe ipalara ati fipamọ awọn ọmọbirin kekere nitorinaa o ni ibatan lati ṣe atilẹyin alabaṣepọ rẹ... IMPROPER FOOL",Yoruba,1,Neutral,5397
"Ọ bụrụ na nwa agbọghọ ajụọ papa ya ego ma ọ sị ya mba, ọ pụtara na papa ya enweghị ego.",Igbo,1,Neutral,5378
"Chai, olee otú mmadụ pụrụ isi mee nke a nye nwanyị agadi?",Igbo,1,Neutral,4738
̊̅ don haka ƙi da wauta yarjejeniya,Hausa,1,Neutral,5519
Wanene zai bar biafraud b? wanene ke riƙe da ku aladu da aladu? tambayi jama'a 2 su bar arewa idan ba ku ba ne bastards!,Hausa,2,Hate,5851
"Kai babban wawa ne, mutane kamarka ne suka kiyaye kasar nan a inda take a yau, shin ba ka ambaci Igbo ba kuma me?",Hausa,1,Neutral,5228
"He's a tyrant....jux imagine d way well-trained 9ja soldiers r being killed in d Northeastern part,in d name of defending d Nation without adequate weapons... D terrorists and Fulani herdsmen go about destroying lives with sophisticated weapons...",English,2,Hate,6430
"""Onye na-eme ihe ọjọọ na-eme ihe ọjọọ n'oge a"".",Igbo,0,Not Hate,5227
":: BITCHES FUCKING THE SAME NIGGAS AND CALLING EACHOTHER HOES NO BITCH! Y'ALL ARE TEAMMATES""",English,2,Hate,6431
"Ina jin wannan labarin SARS sama da ƙasa, idan wani mutum mai lalata ya gwada sa'arsa tare da ni za ku san daga wane ɓangare na KOGI nake.",Hausa,1,Neutral,5735
"Is it not amazing how Boko Haram, Al-Qaeda and ISIS are not defending Palestine against Isreal?. They only take their 'Jihad' to Muslim dominated areas like Northern Nigeria and Syria. What more shall we say? Absolutely nothing!",English,0,Not Hate,6432
hmmmm,Yoruba,0,Not Hate,5863
"""Thanks for the follow .. ##"" Cool!",Hausa,0,Not Hate,6046
"Mo ti ko wo lẹẹkansi! ìtìjú dey gba mi pas nigbati mo ṣii yansh fun twitter!"" Fuckoff keshi",Yoruba,1,Neutral,5380
Nwoke ahụ nwere ọnụ ọ ga-eji na-ekwu okwu n'ọnụ ya bụ onye ihere na-adịghị eme ya.,Igbo,1,Neutral,5166
"Fulanis na-akwado ya, òtù ndị na-eyi ọha egwu nke atọ kachasị egbu egbu bụ MIYETTI ALLAH Fulani...",Igbo,2,Hate,5235
Everyone South of the River Niger is oblivious of the fact that the NorthWest is ripping off this country if our collective patrimony. Nigeria has been retrogressing in their grip,English,2,Hate,6433
"Any slave dat betrayed his master is a pig 🐷 dog 🐶, to dos idiots that says rubbish on we the northerners, what is ur problem it is because we always decide who to rule, so go fuck ur self idiots bunch of pigs",English,1,Neutral,6434
": OMG 😭 Just because of a car??? Wtf😭😭😭 one voice dere said in Yoruba that"" u spoilt my car u no suppose dey alive""😭…",English,0,Not Hate,6435
"Na ji ka ce zaman lafiya? Arewaci da kuma addini yaudara godiya ga Allah ba a haife a cikin wannan addini. Yourbas da nasu Musulmi, da igbos kuma da nasu Musulmi amma ka ga wannan arewacin Musulmi ehnn, su sa addininsu haka m da kuma wuya",Hausa,2,Hate,5309
J Prophet Joseph... ndị ugwu bụ ndị kasị amaghị akwụkwọ. ma ha na-eji ihe onwunwe nke Nigeria maka ezinụlọ ha.,Igbo,2,Hate,5593
"Maza suna ƙarya, mata suna ƙarya, har ma Screengrabber yana yin hakan!",Hausa,0,Not Hate,5432
": Here is Borno State Governor Kashmir Shettima inspecting 103 terrorists, murderers, rapists and arsonists on th…",English,0,Not Hate,6436
Kamar dai ba su haifi wannan mace da kyau! Har yanzu muna jiran your m ass rasit.,Hausa,1,Neutral,5392
M.D. M.D. maka ndụ. Ezigbo Igbo labi. onye kwuru na anyị enweghị ike ịbịa n'ihi na anyị bụ ndị Marlian. Bịa &amp; eduzi nwa agbọghọ ahụ,Igbo,2,Hate,5796
": Fulani obi ọjọọ na Igangan na Sunday June 6, 2021 The Yoruba ga-eziga a reply ozi ndị a mmụọ ọjọọ si hell?",Igbo,2,Hate,5032
"Buhari bụ naanị ihe ihere, lee otú nwoke a si ekwu okwu abt Nigeria president bcos ọ bụ a ọdịda. M ga-atụ anya D nzuzu Lai Lai Mohammed &amp; na-akwadoghị na TV ụlọ ọrụ na Ghana &amp; nakwa na-aza ihe D nwoke kwuru; Ma eleghị anya D nwoke jụrụ 4 nkwekọrịta 4rm buhari😁",Igbo,1,Neutral,5381
Thank God i dont kuku know anything about that clubhouse !!,English,0,Not Hate,6437
"Yanzu na fahimci cewa wauta Yorubas &amp;igbos ba su yaki da dukan arewa amma kawai Musulmi &amp;HAUSAS, amma na yi dare ka fito waje a kan titi Arewa don zanga-zangarsa da kuma ganin abin da zai faru da ku ba ihu a kan Twitter bastard mutane",Hausa,2,Hate,5268
Ha nile bụ ndị ara!!! Islam bụ nnọọ ihe ọzọ.,Igbo,2,Hate,5948
Kuma wasu Kiristoci a Najeriya suna kare wannan ?,Hausa,0,Not Hate,5460
M na-aghọtaghị otú thuggery bụ synonyms 2 iguzosi ike n'ihe.,Igbo,1,Neutral,5365
See as u mumu reach... Ur boko haram aka terrorist ravaged state una never finish settle am... Na france u wan go fight... Anyways i dont blame u cos ur religion says a whole lot about ur actions.... Mohammed wey dey HELL dey enjoy im 12virgins... Piss n' shit of a religion,English,2,Hate,6438
: Malamai Musulmi a duk fadin Najeriya suna bukatar su yi karin bayani kan koyarwar gaskiya da kuma aiwatar da addinin musulunci a ranar Juma'a da suka...,Hausa,0,Not Hate,5191
Ụmụ agbọghọ ndị si Katsina bụ ndị mara mma ma bụrụ ndị na-eme ihe ọjọọ,Igbo,1,Neutral,5272
Hey toh ya kike,Yoruba,0,Not Hate,5415
"Isiokwu nke akwụkwọ akụkọ Naịjirịa 23rd January, 2016. *Ntute nke ọkụ Lasaa na-ewetara anyị ngọzi Ndị na-ere ahịa na-egbu oke..",Igbo,0,Not Hate,5674
"Kemgbe afọ 2009, e gbuola ma ọ bụ dọrọ ihe karịrị puku Ndị Kraịst iri isii na Naịjirịa.",Igbo,0,Not Hate,6261
Ndị Alakụba Yoruba abụghị ezigbo ndị Alakụba dịka ndị Alakụba dị na North.,Igbo,0,Not Hate,5568
Ọ dị mwute na ị nwụrụ anwụ ma rọọ n'ili ma ị pụghị ịdị ndụ ịhụ Biafra Republic ka e meriri ya maka mba ya na ike dị elu nke kọntinent Afrịka.,Igbo,2,Hate,6170
You be idiot.... wetin be your gain if something happen to VP ?,English,1,Neutral,6439
RABBAN ZA Iya Sa Ka Ƙaunar MUTANE DA BANNAZARI 🌹,Hausa,1,Neutral,4787
O ò lè ní ìjùmọ̀sọ̀rọ̀ ọ̀rọ̀ láìjẹ́ pé àwọn kan wá wá yan àyè láti fi èrò rẹ hàn.,Yoruba,1,Neutral,5215
: Ndị nwoke na nwanyị na-edina nwoke na nwanyị kwesịrị ichegharị ma chigharịa gaa n'ebe Chineke nọ Onye ụkọchukwu Adeboye... LINK,Igbo,2,Hate,6491
": ""Musilima wanda ya shuka itace ko kuma ya shuka gona inda mutane, tsuntsaye, da dabbobi za su iya ci, shi ne ...",Hausa,0,Not Hate,6512
banky re u a gay?,English,0,Not Hate,6440
"Mo ṣì ń jẹ oúnjẹ alẹ̀ (mo ní í ṣe pẹ̀lú àtúnṣe ti ""parle G"")",Yoruba,0,Not Hate,4933
"Wanene wannan baƙar magana mai ban tsoro a nan, za ku iya samun sunan Peter Obi daga bakinku mai ƙazanta.",Hausa,1,Neutral,6309
Using Sex Toys Is Better Than Being A Slut - Bisi Ibidapo Obe: Yoruba actress Bisi Ididapo Obe who is popularl... LINK,English,2,Hate,6441
N'ebe ọwụwa anyanwụ Naịjirịa pidgin bụ na-awụ akpata oyi n'ahụ LINK,Igbo,1,Neutral,5019
"Àwọn èèyàn kan tí wọ́n ń ṣọ̀tá àwọn fulani ń pa àwọn èèyàn, àmọ́ wọn ò lè dáàbò bo ara wọn.",Yoruba,2,Hate,4760
Sai dai mata da ke da motoci R ne kawai suka yarda su koka game da maza ba tare da motoci ba.,Hausa,1,Neutral,5362
"O mọ bi o ti wa ni crazy ti nibẹ ni a gbogun ti ijiroro apejuwe ti Arsenal ká captaincy gbogbo eniyan mọ pe o jẹ awọn kápteni ni duro ni yi ni crazy ohun, wa lọwọlọwọ kápteni ni supposedly wa ti o dara ju ẹrọ orin 😂😂",Yoruba,0,Not Hate,5234
"Ndị Alakụba Sunni bụ ndị udo, ndị Shittis bụ òtù ndị na-eyi ọha egwu si Iran.",Igbo,2,Hate,4931
Bobs ..,Igbo,0,Not Hate,5472
"Mo bọ̀wọ̀ fún gbogbo ènìyàn, ṣùgbọ́n mo bínú sí ẹnikẹ́ni tí ó rò pé mo sàn ju òun lọ (British, EU, UN). mo lè lọ sí gbogbo ibi láti fi hàn pé mi ò sàn ju òun lọ àti pé mo jẹ́ ẹ̀dá pàtàkì látọ̀dọ̀ Elohim. mo jẹ́ Biafran àti Biafra mo sì ń gbéra ga pé mo jẹ́. ẹ má ṣe pe wa ní Nàìjíríà tàbí Ààbò Gúúsù!",Yoruba,1,Neutral,6380
"Ị na-ekwu amen? Omoale Yoruba jatijati, ị na-eche ndị họpụtara ya bụ nzuzu dị ka gị? Onilara, Iran kanakan o ni se Ori re. Ị na-akpọ asị omo ologo 😂",Igbo,2,Hate,6176
Duterte Wants US Special Forces Out Of Southern Philippines Days After He Called Obama A 'Son Of A Bitch': Ph... LINK,English,2,Hate,6442
"Wani mai amfani da Facebook mai suna Che Oyinaytumba ya shiga wani Najeriya mai ba da shanu, bayan kisan kai da hare-hare da Fulani makiyaya suka yi, a cewarsa ya daina cin shanu kuma zai ci gaba da cin su har sai an gurfanar da su, cewa yana cin naman alade ne kawai (Dabba) da kuma daji Nama LINK",Hausa,2,Hate,6195
"Ohaneze ya kamata ya je ya zauna, Vegetable, wheelchair, epileptic Group.",Hausa,1,Neutral,5383
"Ba don ka mutu saboda kasarka ba ne, amma don ka sa wani ɗan kabari ya mutu domin nasa. don haka idan Fulani suna son Najeriya bari su kasance a shirye su mutu dominsa.",Hausa,1,Neutral,6191
"""Mo ti jìnnà sí pé mo jẹ́ ẹni tí kò dára... ""Mo ti dà bí àjèjì, o sún mọ́ mi ju bó o ṣe rò lọ!""",Yoruba,2,Hate,4795
Wataƙila za a kawar da dukan yankin NE kafin ya dawo don ziyarar ta'aziyya...,Hausa,1,Neutral,4714
🤣🤣 ajọ Ghanaian bụ ebe a ugbua. Anyị nwere ike na-eso ụzọ gị o.,Igbo,2,Hate,4886
I original skipped this post but going back to the comments.. if I was in the north this arewa people would have killed me... Ordinary low back cos apart from the low back nothing else... Me wey go observe salat finish only to wear bum shorts up and down the area... Ani e gba dun LINK,English,2,Hate,6443
Don't you think Men should be addressed as Human beings and Women should be addressed as Woman beings.,English,0,Not Hate,6444
Ṣé o ti múra tán?,Yoruba,0,Not Hate,2889
Kò sí ẹni tí kò mọ nǹkan kan nípa ara rẹ.,Yoruba,1,Neutral,5192
"Ebe ọlaedo ọcha dị, e nwere ndị ọzụzụ atụrụ.",Igbo,0,Not Hate,6237
"The northerners and Muslims will rather die than allow power to leave their hands tbh. Not suprised, on an average, they are myopic",English,2,Hate,6445
"Saraki / Dogara ne bunch of iko mongers. Na ƙi ku biyu. ba ka da wani regards 4 your jam'iyyar, shi ne mummunan 4 ds kasar!",Hausa,1,Neutral,6526
"àwọn ààrẹ àríwá kò lọ sí ìpàdé ààbò. wọ́n ń ṣàníyàn nípa fífi àwọn obìnrin wọn sínú ọgbà, nítorí pé wọ́n jẹ́ onífẹ̀ẹ́ ìsìn àti olùṣakoso àwọn ìkànnì àjọlò orí ìkànnì. daris god oooooo",Yoruba,0,Not Hate,6509
South Africans re bitter people! All of dem! They just need reasons to show dier bitter sides! Very violent people,English,2,Hate,6446
B4 nko ṣé a fẹ́ ọkùnrin kan tó ní ìfun àjẹsára tí kò lè ṣètò àwọn àyè tí baba ń ṣe,Yoruba,1,Neutral,6265
Gbogbo àwọn tó ń fi ìkórè sọ̀rọ̀ òmùgọ̀,Yoruba,1,Neutral,5249
Amma a bayyane yake za ka iya rungumi LGBTQ.,Hausa,2,Hate,6139
"Ụmụ nwoke adịghị amasị ụmụ agbọghọ ọjọọ. Ụmụ nwoke na-ajụ ụmụ nwanyị nwoke, ọ bụ ụmụ nwanyị na-adọta ike ike, ya mere, mmasị ha na ụmụ nwoke ọjọọ. Anyị chọrọ ụmụ agbọghọ ọma ndị nwere ike ịbụ ụmụ nwanyị.",Igbo,2,Hate,5595
"I am an unapologetic igbo woman. You will not make me feel bad with your “nyamiri” and “omoibo” slurs. I come from a proud proud people, and I wear it on my sleeves!",English,1,Neutral,6447
"Abegee ku jama'a ya kamata ku bar ta a hankali kuma ku yi amfani da wannan karfin neman ta kuma ku tafi kudancin Kaduna inda 'yan ta'adda makiyaya suna yin tashin hankali kashewa, sace da kuma fyade marasa laifi na Najeriya ba tare da dalili ba...😎",Hausa,2,Hate,6178
"kò sí ẹni tó yẹ kí ó kú fún àwọn olóṣèlú wọ̀nyí o. àwọn ibomites, ó yẹ kí wọ́n jẹ́ ọlọ́gbọ́n. ẹ jẹ́ kí àwọn olóṣèlú mú àwọn ọmọ wọn wá láti kú fún wọn.",Yoruba,1,Neutral,6306
Kai mutum ne mai wauta. Shin ya ci 'yan mata marasa shekaru?,Hausa,1,Neutral,6388
Yes ooh 😘 💋 💋 ... Female bread gang LINK,English,0,Not Hate,6448
Wasu 'yan mata suna haukace.,Hausa,1,Neutral,5388
"Pẹ̀lú gbogbo ìbọ̀wò, èyí ò dáa, kò sì bójú mu. Gbogbo àwọn Yorubas ni òmùgọ̀ nítorí pé kì í ṣe gbogbo wa ló ń ṣètìlẹ́yìn fún ẹni kan pàtó? nítorí pé a ní kí àwọn èèyàn wa ṣe ohun tó dára jù lọ? nítorí pé a pe onítọ̀hún ní alátakò, olè jíjà nítorí ohun tó jẹ́ ní kedere?",Yoruba,2,Hate,4820
Ọ bụ mkpụrụ obi mgbagwoju anya 😂,Igbo,1,Neutral,4830
"Èmi kì í ṣe ọmọ ẹ̀yà kan, ṣùgbọ́n a óò máa bá a lọ láti máa ṣe ìkà sí wa títí di ọjọ́ tí àwọn ará ìhà gúúsù ""ìpínní"" (South-West, South-South &amp; South-East) yóò fi máa dúró dè láti sọ pé àwọn ò ní lábẹ́ àkóso àwọn ará àríwá tó ní ìlà oòrùn.",Yoruba,0,Not Hate,6218
"N'ikwu eziokwu, ọ na-amasị m na ọ na-agbalị inwe echiche meghere, ma ọ ka ndị cyber bullies ọ na-agbalị ịkọcha, ọ bụ onye cyber psychopath na-agbalị iji psychology dị iche iji mee ka ndị ọzọ ghara ịnọ n'ọnọdụ dị mma ma mee ka ha wee iwe.",Igbo,1,Neutral,5657
"Àwọn obìnrin, nínú gbogbo ìwà ìkà tí ọkùnrin lè hù sí yín, èyí tó burú jù lọ ni pé kí ẹ fún àwọn obìnrin mìíràn ní owó yín.",Yoruba,1,Neutral,5263
Nkọwapụta ihe mgbaru ọsọ: Bosnia na Herzegovina *2 0 Iran (Pjanic 59) dochie .. No 11 vs 11. Anyị na-aga na-egosi gị ..,Igbo,0,Not Hate,5721
"Ga ni ba ma addini ba ne, amma ka lura cewa ba dukan addinai ne suka ci daidai da sauran addinai ba. Musulunci bala'i ne ga 'yan Adam! Yana koyarwa ne kawai kuma yana ba da shawara ga halakar wasu da kuma kafa al'umma ta asali watau shari'a",Hausa,2,Hate,6405
Mgbe CBN ga-eme ka akaụntụ ụlọ akụ nke ndị omekome kwụsịtụ? mgbe FG ga-eziga ndị agha na-enwe obi ụtọ na-achụ ha? mgbe ndị gọvanọ ugwu ga-ekwupụta ọchịchọ ha ma ọ bụ ihe ọ bụla ọzọ maka ndị omekome?,Igbo,1,Neutral,5900
"Ka buɗe hanyar, ita rabin Igbo ce, rabin Yoruba.",Hausa,0,Not Hate,6111
NTA is the foremost propagandist station in Nigeria.. that’s why Lie Mohammed would expect youths to patronize lies rather than find truth by them selves.. he should have brought out a bill to regulate google in Nigeria.. what a block head for a minster(Monster)..,English,1,Neutral,6449
"àwọn èèyàn shebi fulani jẹ́ ẹni burúkú, kí ló dé tí wọ́n fi ń tì í lẹ́yìn báyìí, ṣé owó dólà ni àbí kai ne babban wawa",Yoruba,2,Hate,4927
Ihe ndị ohi kwuru: Remi Tinubu gosipụtara mpako dị egwu Aisha Yesufu LINK via @Biafra,Igbo,1,Neutral,5216
""": Virgin Pussy (), Regular Pussy ( ), Hoe Pussy (_____)""""",English,2,Hate,6450
Tana da mummunan halin... dam dukan matan...,Hausa,2,Hate,5385
Nwa agbọghọ ọcha na-agbaji 🏻,Igbo,2,Hate,6208
"Lolz"": àwọn ọmọkùnrin máa ń burú nígbà tí wọ́n bá ń ní ìbínú..ó wù mí kí n mọ ìgbà tí àwọn òmùgọ̀ yẹn bá ń láyà. ó pọn dandan kí o tú wọn sílẹ̀.",Yoruba,1,Neutral,6257
Achọghị m ikwu ihe m na-eche ma nwanyị gba ọtọ ma ọ bụ nke na-agba ọtọ na-eme ka mmadụ ghara ịdị ndụ ma bụrụ onye na-eme ihe anụmanụ.,Igbo,2,Hate,5984
"Àwọn èèyàn tó ń ṣe ìkà ni àwọn ọmọ ogun ìjọba ìbílẹ̀ tó ń gbé ní Ìwọ̀ Oòrùn ayé, tí wọ́n fi àwọn ìfinilára tó ń mú kí nǹkan sú Írán, tí wọ́n sì ń retí pé kí àbájáde àbáyọ àgbáyé nípa ohun tó ń ṣẹlẹ̀ nídìí àgbáyé yìí kúnnú ayé.",Yoruba,1,Neutral,6073
"Lmao : Ba zan iya rubuta Ugly ba tare da ""U"" bitch",Hausa,1,Neutral,6213
"Mumu, ọ bụ ala Lagos State dum dị ugbu a n'okpuru otu ọchịchị tupu 1967? Ya mere, ịnọ n'okpuru ikike ọzọ bụ ihe ngọpụ maka ịdị umeala n'obi na enweghị mkpa iji hazie ma wuo obodo gị na obodo gị",Igbo,1,Neutral,4926
😂 😂 😂 Yarinyar da ta yi hauka,Hausa,1,Neutral,6542
Ronaldo teaches that there's nothing like having your biological kid around you...not wuruwuru kid like that of idiotic gays,English,2,Hate,6451
Why you never sign me boss,English,0,Not Hate,6452
Jide ndị na-egbu anụ na ndị omekome ị na-akpọrọ ma na-echebe.,Igbo,2,Hate,5091
"Ị na-akpọ m onye iberibe, m na-agbaghara gị ị na-akpọ m a asshole, ọ bụ ihe niile mma ma mgbe ahụ ị na-akpọ m gay!!!!!???? OBOI!!! LEVELZ DON CHANGE",Igbo,2,Hate,5462
Fuck kid cudi gay mofo,Yoruba,2,Hate,5109
"Dear Esteemed Customers, We understand the need to restrict movements during this period and urge everyone to do so. We are available to deliver to your doorstep: 1. Food and food items 2. Pharmaceutical items and 3. Other essential items. Call or send a DM. Stay Safe. LINK",English,0,Not Hate,6453
"Ó wá sọ pé, ""Ó ṣòro fún mi láti sọ èyí, àmọ́ màá sọ ọ́ láìka ohun tó ṣẹlẹ̀ sí""...",Yoruba,1,Neutral,4903
"O fi ọ̀pá kan lù olórí ọmọ ogun kan nítorí pé o fẹ́ fi hàn pé o fẹ́ ọmọbìnrin kan, o wulẹ̀ jẹ́ òmùgọ̀!",Yoruba,1,Neutral,5453
ENUGBE CHALLENGE ✊THE HOOD GUYZ ARE TRYING 🔥 LINK,English,0,Not Hate,6454
"Duk da yake ina da dalibi na kimiyya, duk abin da na karanta game da gwamnati a cikin SS1 yana jin kamar shit RN... wannan kasa ya fadi LINK",Hausa,1,Neutral,5749
"okpukpe gị nzuzu nri? ndị mmadụ, jiri nke a isi gị efu nwere ike ị tụnyere ndịda na bush Boko Haram ugwu Muslim?",Igbo,2,Hate,6518
Nigerian Muslims are awesome LINK,English,0,Not Hate,6455
Hanya guda daya da za a shawo kan wadannan dawakai na Trojan daga sahel da kuma fulani janjaweed Wahabist kungiyoyin ta'addanci ne ta hanyar ...,Hausa,2,Hate,5248
Feminist in Nigeria is a satanist movement. They will never triumph. Bastard set of individuals with no purpose.,English,2,Hate,6456
"she never said she is a doctor she said her first course in Uni was medicine, you OPC Babalawo that murdered hausas you are acting like a Lifeless Illiterates Saint here, your time is coming to an end soon",English,1,Neutral,6457
skibo!!! LINK,Hausa,0,Not Hate,5499
"Muturu cow calling someone a moron, a miserable terrorist ozuor saying they are ruling and yet you're still the poverty capital of the world Boko Haram product of useless thinking. I pity every northerner I see, almajiri children of beggars",English,2,Hate,6458
"Ekwenyere m na nke a, anyị nwekwara ike ikwenye na 1. Ọ bụghị ụmụ nwoke niile bụ ihe mkpofu 2. Ụmụ nwanyị anaghị ekwu eziokwu mgbe niile 3. Ọ bụghị ndị fulanis niile bụ ndị na-egbu ọchụ 4. Ọ bụghị ndị Igbo niile bụ ndị aghụghọ 5. Ọ bụghị ndị Yorubas niile bụ ndị mmụọ ọjọọ 6.",Igbo,0,Not Hate,5670
Ị ga-abụ onye iberibe... na-eme ka ị nweta uru gị ma ọ bụrụ na ihe emee VP?,Igbo,1,Neutral,6439
American Eskimo for sale. LINK,English,0,Not Hate,6459
We are fuckin rare,English,1,Neutral,6460
"Onye nsọ karịa gị àgwà ebo, Yariba abịa ọgwụ ọjọọ mpụ kwa, gịnị banyere cyber mpụ, yahoo plus, nke ahụ bụ Yariba ndị gị mgbe niile na-atụ aka na igbos ma ndị fọdụrụ 4 na-atụ aka na ị ndị mmadụ, mpụ amaghị triben",Igbo,2,Hate,5282
