source_id,class,label,text
6094,0,Not Hate,Gayish
6095,0,Not Hate,"Thanks sweetie ・・・ She's got substance, She ""works"" the talk... Happy… LINK"
6096,0,Not Hate,This heterogeneous population are for atiku
6097,1,Neutral,You see this na aba girls go spoil am. Just watch and see.
6098,0,Not Hate,: Idiot! Igbo-Biafrans are live &amp; develop all areas of Nigeria. Igbo-Biafrans speak Yoruba &amp; Hausa languages more than other…
6101,0,Not Hate,You be gay??
6102,1,Neutral,Ur gyrl is a groupie.....
6103,0,Not Hate,"Except those who believe (in the Oneness of Allah Islamic Monotheism), and do righteous deeds, and LINK 26:227"
6104,1,Neutral,"Let Buhari announce 3rd term now, you’l stil see the crowd of foolish miscreants in kano that Wil vote for him. Even those we re weeping for that died of covid wil rise on election morning to shout Sai Baba."
6105,2,Hate,I hate going in restaurants &amp; the bitches got attitudes cuz they work there. Hey I didn't tell you to work at Popeye's don't be mad at me.
6106,0,Not Hate,There’s no traffic in your own lane.
6107,1,Neutral,Fuck off man😂
6108,0,Not Hate,"Madam fat women no dey nigeria? Nigerian men too sweet abeg.. We are good people, thats white woman is pretty not because she is white but she is actually pretty."
6109,1,Neutral,Agbaya.. That is what yoruba call people like him... Elders are suppose to be wise but this man is as stupid as a 5 year old who thinks he is smart.
6111,0,Not Hate,"Open the link, she's half Igbo, half Yoruba. Peace out ✌️"
6113,1,Neutral,: Police did Fucking abuse with this Girl while investigation See here =&gt; LINK LINK
6114,0,Not Hate,": I hope people will not pretend not to see and hear that since yesterday, many Northern elite have roundly/vocally condemned…"
6115,0,Not Hate,: For the right to tweet and retweet. Lol FOCUS …
6116,0,Not Hate,"Lefe shi abun ne daidai kudi ka, yanda da yawar mu bamu iya siya kayan RukkyNG Saboda kudin mu ba Kai ba haka kuma wasu suke siya."
6117,0,Not Hate,: • COVID19 is ravaging the entire world. • Racism - The ruthless killing of George Floyd • The genocide in Southern Kaduna. •…
6119,2,Hate,"dem bitches makes me mad, bt i mst cnfes, dia booty makes me glad."
6121,0,Not Hate,"Why has accepted a traditional title from the ""Hausa-Fulani jihadist"" he so much hates with passion that he often flagellates, lacerates, lambastes &amp; tongue-lashes? Could he feels that accepting it is an opportunity to enjoy relevance in power politics of the North?"
6122,1,Neutral,A PERVERSE &amp; ADULTEROUS GENERATION...that what it is!!! LINK
6123,1,Neutral,": All the Fulani enablers in Yoruba land,you shall all perish."
6124,2,Hate,"In as much I don't like what's happening, but you see Yorubas, they are cowards and never a threat to Nigeria. They must be conquered by the fulani. 99% of Yorubas are Muslim!!"
6125,2,Hate,FEMALE AND THEIR WAHALA 1. Female dogs become so wicked when they give birth. 2. Female chickens chase people... LINK
6127,0,Not Hate,": Below is Gimba Bulus Joseph of sabon gida Idon that was killed in his farm this afternoon by Fulani, he was on his farm 17…"
6128,0,Not Hate,This is why they make fun of your head.
6129,0,Not Hate,: Fulani jihadists taking over Yoruba land - Nnamdi Kanu warns ⋆ LINK via
6130,1,Neutral,Useless fools
6131,0,Not Hate,Majority haven't resumed back 2 work and those dt av are talking subsidy rada dan work.
6132,1,Neutral,I hope your daughter or wife or mother receive such slaps from a sorry state of a man.
6133,2,Hate,"Hoes be 13 talking bout they sexually frustrated, Bitch you mentally retarded.."
6134,0,Not Hate,"I thought nigeria is a country for both us,yoruba,igbo and hausa ,but why the discriminated?"
6136,2,Hate,The silence of this body to the orchestrated ethno religious killings of the Biafran people ( IPOB ) by the Fulani state-sponsored terrorism in nigeria is mindboggling and lends credence to the distrust of the oppressed people globally that UN is a toothless bulldog.
6137,1,Neutral,Ohhh so mahni you dey relationship since dey whyine me..... Men are scum
6138,1,Neutral,4. The poor Hausa man sleeps under the bridge as Alamajiri The poor Yoruba man sleeps under the bridge as Alaye The poor Ibo man sleeps under the bridge as agbero It is pertinent to note that the poor from all ethnic groups in Nigeria have everything in common and so is the rich
6140,1,Neutral,"This is what we call 2face, Hypocrite."
6141,0,Not Hate,National orientation agency suppose to do better in removing this ethnic hate via orientation of Nigerians on impotant of national cohabitation in peace. There is no justification for ethnic hate and we cant move forward like this as a nation. Lets love leave sir
6142,2,Hate,A bitch be hurting and still turn up in da club with them hoes I understand!
6143,2,Hate,"Trust no female directors, so many shit out there especially those silly shit who called themselves single mother, their are potential slut LINK"
6144,0,Not Hate,"An African slave named Black Caeser went on to become one of the most powerful pirates ever! He was an 18th-century African pirate."""
6145,2,Hate,You are in fools paradise. A sport journalist who can't analyze sports. You just anchor an argument then learn from them. You hailed from the worst part of igbo. Owerri. Ritualist headquarter.
6146,0,Not Hate,Valteri had better come through tomorrow. Because these Bulls be angry .
6147,1,Neutral,Olodo niyin sir. The bridge in question is how many kilometres? Find out about that and shut up for life.
6149,2,Hate,The evil women do. Even the devil is suprise
6150,1,Neutral,"""Meanie!pettixe: Hoe-kay "": Good morning to everybody except the ugly females! Yall don't deserve a good morning (˘˘̯)"""
6151,2,Hate,All these newly bred Fulani slaves sha...can't u just defend ur unrepentant Thieving pot-bellied Fulani politician from Adamawa without dragging other contestants?
6152,1,Neutral,"finally some1 is accepting d real *him, crazy boi"
6153,1,Neutral,"Arindin omo Ale yoruba ni eleyi, Inu furo Buhari lo ngbe.... For non yoruba = this guy Lawal adebayo is a satisfied bastard and lives in Buhari's rectum... 🙄😌"
6154,2,Hate,"p.h,abuja,ibadan,beini city.lagoes,ogun,delta we all know the tribe. as for huasa/fulani na who get sense dy scam. internationally or locally fruad na fruad. g"
6155,0,Not Hate,U say what!!!!!
6157,2,Hate,: Some Arewa Girls are just like Armed Robbers not Girlfriends any more. Lmao😂😂 Ku hau hanya mana kawai musan ku barayi ne. L
6158,0,Not Hate,: How I’m supposed to be a lesbian AND have carpal tunnel?
6159,0,Not Hate,"Lol..evilz... "": We Ladies are wicked. We will lay on ur chest and ask, ""Honey have u ever cheated on me?"" ...then wait for ur"
6160,1,Neutral,Idiot of no comparison Ode! LINK
6163,2,Hate,"In Delta Herdsmen allegedly rape woman, attack 3 men The herdsmen killed the farmer after he refused to allow their cattle graze on his farm, reports said. Permalink: LINK LINK"
6164,1,Neutral,"Sabi cook, I can get the fck outside"
6166,1,Neutral,Shit I need to learn yoruba ASAP.
6167,2,Hate,God please don’t let me jam all this type of agbako girls with rotten pussy
6168,0,Not Hate,A candle looses nothing by lightening others!
6169,1,Neutral,One time for my Nigerian sisters. One time for my Nigerian Hoelosho. Lame niggas can't tell the difference One time for my niggas who knows. LINK
6170,2,Hate,"Well, it's unfortunate that you are dead and rotten in the grave and you can't live to see Biafra Republic Amalgamated for its own Nation and Super Power of African Continent. Whether you're Queen or your emissaries can't stop it, white potatoes in Britain evil! LINK"
6171,0,Not Hate,: “: I will never insult nollywood again in my life LINK yes .
6172,0,Not Hate,": Saw a lot of northerners speak against this today made me happier than you can imagine!! No slander, t…"
6176,2,Hate,"You are saying amen? Omoale yoruba jatijati, you think ppl that appointed him are daft like u? Onilara, Iran kanakan o ni se Ori re. U de hate omo ologo 😂"
6177,2,Hate,They are not Terrorists. But Igboho and Ortom that are fighting against land theft by Fulani theives are the Terrorist. Oloriburuku government. Awon werey! LINK
6178,2,Hate,"Abegee you people should leave her alone and use that momentum of searching for her and go to southern Kaduna where terrorists herdsmen are on rampage killing, kidnapping and raping innocent NIGERIANS for no reason...😎"
6179,1,Neutral,"Thanks our father and mentor, lecture them and restore some senses into their empty skulls."
6181,1,Neutral,"I was about to go to bed, but after you all chose to be confidently stupid I have been motivated to adhere to the"
6182,1,Neutral,"Not resignation only , he should be sued also .... That nitwit"
6183,2,Hate,I'm always scared of bearded men.They turn out to be men who believe in using evil to forge good;they're terrorists.
6185,0,Not Hate,Gud m°• ?•°•rn!ng €v£r¥°• ?•°•n€. ╔░❀ wh!§h!n u all ☆a☆§tr£$§fr€£❀░╗w€£k •█▬&█ █ ▀█▀ Hav a l°• ?•°•v€l¥ da¥ ah£ad•‿↗⁀↘‿↗
6186,2,Hate,"You're a Foolani Scum, what do you know about Igbo people and their heroes? Better don't talk what you don't know. Fool."
6187,1,Neutral,Some niggas are just bitches strapped with dick * soul*
6189,2,Hate,"there is no doubt that,we are running ILLUSIVE leadership. Where Buhari is spouting second hand ideas. Trying desperately to fit in, rather than to stand out. People must not bring in rice or food stuff &amp; farmers are being killed by Fulani herdsmen criminals."
6192,1,Neutral,Shame to everyone of them LINK
6193,2,Hate,The hausa Fulani has taken everywhere in Yoruba Stop crying You are quite because you are left with no choice You rather transfer aggressions to the Igbos. f**ls
6194,1,Neutral,"'s government releases Book haram terrorists, breeds hoodlums for use to divert attack peaceful protesters. When all fails, he orders soldiers to kill peaceful protesters."
6195,2,Hate,"A Facebook user Named Che Oyinaytumba has embarked on a Cowless Nigeria, Following the continuous killings and Attacks By Fulani Herdsmen, According to him he has stopped eating Cow and bwill continue to until they are Prosecuted, That he eats only Pig (Pork) and bush Meat LINK"
6196,1,Neutral,"Obviously you need fingering so badly Kindly Goan get it in peace Sinners judging those who they feel sins differently Goan quench ur Honeypot too, seems you need some clit stroking hypocrites"
6198,1,Neutral,The marabouts telling yahaya Bello that he would be an accidental President just as he was an accidental Governor are either on drugs or didn't get the correct revelation from their jinn gods. A catastrophe to kogi state who should thank God he became a Governor on luck
6199,2,Hate,"I completely agree with CAN on this. May we also remind CAN to direct equal amount of energy to the more degrading houses of whores called 'Christian' churches whose outlook, activities,&amp; dressing cultures promote immorality &amp; precipitate rape, and other atrocities. LINK"
6200,1,Neutral,"Na wa o, so I hear Yoruba guys are the most promiscuous! What's up with that? LINK"
6201,0,Not Hate,: Northern Governors meet almost every month and come out with resolutions we sometimes detest but Nigeria usually moves on…
6202,2,Hate,This Hausa/Fulani are so wicked LINK
6203,1,Neutral,Animal.
6206,1,Neutral,What happens to the gay mallam exploiting almajiri boys in minna.... What happened to the so called repentant boko haram who have claimed more lives than covid? Who tf did we offend? Everybody just motherfvcking hypocrites!!! LINK
6208,2,Hate,White fucking bitches 🖕🏻
6209,1,Neutral,": i left my girl back home, i don’t love her no more &amp; she’ll never fucking know that ..."
6210,2,Hate,"Get A Dick, Put It In Your Ears And Fuck What You Heard. Yoruba Muslim Scum. Cunt!"
6211,2,Hate,It was your IQ and that of your useless BMC northerners and fellow terrorist and terrorist sympathizers that suggested ur gullible Northerners PMB now what is the outcome of it? Failure at its peak
6212,1,Neutral,dat guy is crazy
6213,1,Neutral,"!!! Lmao “: Cant spell Ugly without ""U"" bitch”"
6214,1,Neutral,NIGERIA KLEPTOMADNESS INDEED... LINK
6216,2,Hate,Wasere Yorubas are too Good in this act ha fear dem ooo dem wicked nd unhelpful
6217,2,Hate,"Tell your oga to stop releasing captured Boko haram and stop the pretence and long grammar, who grammar help?A stupid Fulani illiterate was on National TV calling your people primitive not minding that No2 citizen of Nigeria is a Yoruba LINK ashamed of you"
6218,0,Not Hate,"I am not a tribalist but we will continue to be insulted until the day the ""PRIMITIVE"" southerners (South-West, South-South &amp; South-East) close ranks to demand for Independence from the ENLIGHTENED NORTHERNERS."
6220,0,Not Hate,🖤🖤🖤🖤🖤💥💥🖤🖤🖤🖤
6221,2,Hate,"Stupid Hoe!!!"": Bitch! Of course u r "": And why is she treating me like I'm a married man???"""""
6223,0,Not Hate,Bayern munchem
6225,0,Not Hate,"have its root in d word ‘Yarba’/‘Yariba,’ but none of d variants means those terrible things d fmr minister said... didn't ‘give’ d name ‘Yoruba’ to d pp of western Nig. &amp; d name doesn't share meanings with anything bad, awful, “shady &amp; unreliable” -Lasisi Olagunju, PhD"
6226,1,Neutral,"Aswear!!! The guy reeks of something diabolically feral, mean, wicked, brutal, cold-blooded and cruel. If truly eyes are windows to ones soul, his must be dark, dank and black!!! I shudder whenever I see his eyes!!! God forbid BATSHET🙏🏾🙏🏾🙏🏾🙏🏾😭😭"
6227,2,Hate,how can pple go back to farm with Fulani herdsmen killing pple in forming communities freely &amp; govt is doing nothing to stop it
6230,2,Hate,I'd rather worship a goat than be a Muslim. Very primitive cursed religion
6231,2,Hate,""": Fag"": "": Which annoys u most. Lesbians or Fags ? ""both""""lol idiot geh"
6232,2,Hate,Hausa man? Y’all blood thirsty bastards!
6234,0,Not Hate,: Funny thing is her haters would still try to follow the steps and answer these questions so they can stand a chance to…
6235,0,Not Hate,Allah yabaki miji nagari idan dagaske kike
6239,1,Neutral,"See, we shouldn’t allow ourselves to be cowed by children of looters. They should just enjoy their loots in silence."
6240,2,Hate,That how they do (Northerners). Am a Muslim but the Queen values life. The devilish character in the Northerners are making others believe its what Quran says they are doing ( NO oooo). They are devil incarnate
6241,1,Neutral,We've got no President in this godforsaken country. All we have is a imbecile called ... you can arrest me for hate speech.. Fulani keeps killing yet y'all after
6243,2,Hate,Play it without blood bc Fulani people are involved. Fulani Herdsmen who are d 4th most deadliest terrorists group in d world? But other innocent unarmed blood should be wasted? U lack common sense!!!
6244,0,Not Hate,"I'm gud o, berry for real.. How ya doing girl"
6245,0,Not Hate,"Singer, Chike Apologizes To The Igbos, For Calling Them Primitive Thinkers ""Chike"" ""Jack Ma"" ""iPhone 12"" ""Rema"" ""Fulani"" ""Pele"" ""Mango"" ""Lai Mohammed"" LINK"
6246,1,Neutral,You are a bastardy
6248,0,Not Hate,: need to resign for violating Nigerian constitution. https:/…
6249,1,Neutral,brother wey mumu
6250,2,Hate,North is full of mad people the whole of lagos streets is filled with bind Northern beggars you people should be ashamed. You can't even take care of your people and how do you now want to take care of a whole country..
6251,1,Neutral,"This guys are all alike. They use and then demonize after usage. If he left on the grounds that APC would give him a better opportunity, i would understand but going ahead to say all sorts of nonsense about a platform that helped him win a ticket twice is just so shameful."
6252,1,Neutral,"In the guise of searching for IPOB members, Nigerian police and Army are raiding worship centers. Nigerians won't vent now. These same hypocrites were hard on Israeli police for matching into Al qasa mosque."
6253,0,Not Hate,You’re a conscious mind. I wish more Muslims and even Christians were more like you.
6255,1,Neutral,What kind of Christians run ? Oyedepo is a complete disgrace of a leader if this is how his school is ran
6257,1,Neutral,"Lolz"": Boys are horrible people when they're horny..but I understand when those nuts feel up.u have to release.it's mandatory"
6258,0,Not Hate,Isn't last paper syndrome the I don't care syndrome?
6259,1,Neutral,He's a lying two faced piece of shit. Obessed over a woman who clearly isn't attracted to him. Instead of him to move on he chose to act foolishly
6260,2,Hate,""":what!! icked!! : Yoruba boys are sweet pink icecream compared to a wicked Igbo boy, mind like zuma Rock."""""
6261,0,Not Hate,": Did you know? Since 2009, over 60,00 Christians have been murdered or kidnapped in Nigeria. Around 20,000 Christian sc…"
6263,2,Hate,"Blaady faggots"": Lwkmd make I catch dem 1st"": Homosexuals Planning To Protest In Abuja` - LINK"
6264,2,Hate,"And hoes! "": !!!!!!"": !!!!!!!!! "": !!!! : Slim girls are evil"""""""""
6265,1,Neutral,B4 nko do we want a pot belly man that can't arrange baba's schedules
6266,0,Not Hate,I was going to say you are pretty
6267,2,Hate,": Go for the criminal herdsmen, the ones with AK-47s, the ones terrorizing you not innocent and weak northerners. Stop being…"
6268,1,Neutral,Shut up nothing concerns degree here
6270,0,Not Hate,: The ummah is in a state that when a Muslim sees another Muslim praying their 5 daily prayers they say when did you become s…
6271,1,Neutral,Mumu where did she mention Arewa in her tweet.
6274,2,Hate,"But they haven't conducted such air strikes to dislodge Boko Haram, bandits and killer herdsmen! Na idiots Dem be and na their crafts go kill and destroy then"
6275,0,Not Hate,Kanawa basu da gaskiya ne. That's just the matter.
6276,0,Not Hate,: if you are not ashamed to be a Christian. LINK
6278,2,Hate,"Ladies, How do you guys do this? So my girlfriend became my friends girlfriend too at the same time. Girls are the real scum..."
6279,2,Hate,The kind of wickedness that a lot of cultures in Southern Nigeria mete against widows eh! Those ones suppose end up for the last chamber of Dante’s inferno. In the name of one useless culture
6282,1,Neutral,No be Mumu be that
6283,1,Neutral,Buhari has the right to express himself ba? Sowore has not threatened the peace of Nigeria but you wanna kill him. Bunch of hypocrites
6285,0,Not Hate,👍
6286,1,Neutral,Stfu fool
6291,1,Neutral,You amaze me.bad example to Christianity it isJoe with their satanic policies are good example to LINK are a clown
6292,0,Not Hate,ΨђƔ e go bit a lady nd a cab man
6293,1,Neutral,U never start to see rubbish
6294,0,Not Hate,"A lady tell me da she always b beautiful in de evening dan after or when rain fall, stud I till fail in love with girl"
6295,1,Neutral,U r with wicked nt fulani.
6296,2,Hate,"They are addicted to always denying what they said or did. They've seen the resultant effects and their foolishness in proscribing peaceful IPOB, while north'govs are busy protecting &amp; negotiating with bandits &amp; kidnapers even wit boko-haram &amp; killer herdsmen LINK"
6297,2,Hate,Oloshi omo hausa When you people don't know real life Just sleep eat wake in the northern side Office workers go to work 12pm return home 2pm after prayer Not your fault how will you understand. Na fura kaza full una brain mumu
6299,0,Not Hate,....In Burkina Faso mediating on the crises there....Meanwhile the North Eastern part of Homeland is gradually... LINK
6302,0,Not Hate,"Exodus-Igbo Israelites encamped in Jigawa State, at Birnin Kudu (Igbo language: e biri n’anị oke udo – lived at border land in peace), paintings discovered in 1950 as rock gong - Ogene Okwute - oge e ne e kwu ete -contemplate &amp; confess sin p168 LINK LINK"
6303,2,Hate,"Gross nepotism exhibited by church and mosque goers hence God has made them experience it. No more doubtful that we are not one until the learn to love each other and become one, killings will continue. The abadone almajiris have not started theirs."
6305,2,Hate,Oh Allah save mieh 4rm short bitches lyk reeyah...ameen
6306,1,Neutral,"Nobody should die for any of these politicians ooooo. Ibomites, should be wise. Let the politicians bring forth their children to die for them. Nonsense and defending votes"
6307,1,Neutral,Hmmm smoke Chicago bitch
6309,1,Neutral,"Who is this efulefu ranting nonsense here, will you get Peter Obi’s name out of your maggot infested mouth. Big fool. LINK"
6310,2,Hate,Lots of gullible souls in the east has been brainwashed now if your not for them your either Fulani slave or sabo They are all over Facebook and Twitter using fake account insulting and threatening anyone that criticize the Evil going on in Ala-Igbo We are in huge trouble here
6312,1,Neutral,""": GOD will not give dis mushin gurls chance..... get Modupe of life""hmmmmm"
6314,1,Neutral,"I can't believe this fucking idiot wrote these fucking filthy words. Sunusi is attention seeker ,he does everything to impress southerners and u can only do so by throwing dust in the eyes of northerners. So as far as I'm concerned, his words and yours are even."
6315,2,Hate,Northerners and dai shallow brain...see y Dey killing ur pipo everyday stupid pipo Una nr gree get sense
6318,2,Hate,"This girl tweeted ""Brb Gonna Take A Shower"", 2 minutes later she says ""Back"" ...HOE GET YO NASTY ASS BACK IN THAT SHOWER!”"
6319,0,Not Hate,Wane club kike supporting?
6320,0,Not Hate,Luv u gal
6321,0,Not Hate,: There are Yorubas in Benin Republic who respect the borders of Nigeria. There are also Igbos in parts of Cameroon and Equitori…
6322,0,Not Hate,My re-arrest’ll quicken actualisation of Biafra – Nnamdi Kanu LINK LINK
6323,1,Neutral,: Can somebody tell this son of a bitch from Abia to shut the hell up? Get over your madness of support for python dance…
6324,1,Neutral,My headache and anger is that this is coming from a Yoruba man. What a very perfect definition of bastard!
6325,2,Hate,no matter what it cost us..we always stay focus..dats y all dem bitches wana fuck us!
6326,0,Not Hate,: Fatal Accident - As Car Runs into a Bus in Warri LINK
6327,1,Neutral,"With the plenty hookers and ashewo wey full town... Having someone to fuck is nothing man, na being single dey kill pass"
6328,1,Neutral,"Gbogbo bis gurl"": FOOLISH GURLS,they want God to borrow them out of their future money to buy brazillian hair and bold 5.... U"
6329,0,Not Hate,Its basically not a marriage. Just another insane excuse for adultery by the western world.
6331,1,Neutral,Don’t let any mother fucker give u head ache o.. “ your body “nah body goals for most of them
6332,2,Hate,"Forget him,northerners are the definition of hypocrisy 🚶🏻♂️"
6335,1,Neutral,I said what I said you are the only problem this project have
6336,2,Hate,"Stop using cheap tired eyed, washed up ugly hoes in all ur videos it's disgusting and depressing...."
6338,0,Not Hate,: SAD-STORY--PHOTO-Of-A-Vulture-Waiting-For-A-Starving-Sudanese-Girl-To-Die-So-It-Can-Feast-On-Her LINK
6341,1,Neutral,Naaaa! We have got a Pharaoh in president. He doesn't care.
6342,0,Not Hate,My thought exactly.....
6344,2,Hate,"By their words we shall know them, FULANI demon, simple truth is like a deadly poison to Fulanis. They prefer killing over simple truth."
6348,0,Not Hate,These wonderful igbo guys I know. Haven't met them in real life but the humour is 10/10. you can't take it away from them. Ha bu ezigbo umu afo igbo with a difference. E nokwa ya? Add your name in the comment section.
6349,0,Not Hate,I see I saw I see umis agwo 💀😂
6353,2,Hate,: A woman that gives up her job or source of income because of her husband is the biggest fool on the planet.
6355,2,Hate,"Never dump ya real girl for a hoe...... These hoes ain't loyal! """
6356,2,Hate,"Don't play that stuxpid game, the bastaxrds in yorubaland are the one spreading those religion theories.."
6361,1,Neutral,OMG!! I thought it was exaggeration... Na oja-igbo be this.. Shit is Real LINK
6363,1,Neutral,"They citizens, wannabe call patriotic ones"
6364,2,Hate,"Fulani Herdmens Can live anywhere they Choose says Fulani Herdmens has been terrorists for over a decade now. Ask residents Kaduna And North Central States. They just extended their Terrorism to other part of Nigeria, reason why the alarm bell is ringing. Wicked souls LINK"
6366,1,Neutral,fuck off
6368,0,Not Hate,"All of you insulting wizkid and Davido, pls hide your face...."
6369,1,Neutral,"u won't na, olodo"
6370,1,Neutral,I dey remove my money ozigbo from this useless Bank
6371,1,Neutral,"Evil woman, God will put you to shame. Better face your state governor and stop distracting the FG. Focus!"
6372,2,Hate,: If all igbo girls are hairy then all yoruba girls are pigs .. I know which I prefer
6373,1,Neutral,My guy can’t relate 😎. Awon predicted yoruba demons 🙌🙌
6374,2,Hate,"I wanted a short time while u wanted forever with a hoe that is not clever True love is a hard pill for her to take because my Dick is the only thing she want to taste, I don't kiss and tell, so I had to kill and spill ur blood, true love hurts the most so will Ur death."
6375,0,Not Hate,"Who remember d post election violent in northern Nigeria in 2011 where southerners mostly corpers were killed because Buhari lost to a Jonathan Guess what led to d killing, na wetin Buhari talk before d election if I lost d election ""The Dogs and baboon will be soaked in blood"""
6376,2,Hate,"Shameless Igbos, the problems of Igbos are Igbos – Apostle Johnson Suleman (video) LINK"
6377,0,Not Hate,Kinda amusing to see learned people argue that Biafrans have no right to secede from this unholy union
6378,1,Neutral,When Atiku left PDP you never tag him some hausa people... when saraki left PDP you never tag him some Yoruba people. Is the same APC not slaughtering Yorubas. Your own anuofia is first class!!
6379,1,Neutral,Are you kidding me? For realz? Tweeted this 40mins and go and dint deem it fit to tell the soldiers to stand down? All you who are behind this...you &amp; your generations yet unborn shall know no peace. Hardship like never before shall befall all of you....Every single one of you. LINK
6380,1,Neutral,"I respect all humans, but angry to anyone who thinks I am inferior (Brit, EU, UN). I can go any length to prove I am not inferior and also that I am special creature from Elohim. I am A Biafran and Biafra I am very proud to be. Stop call us Nigerians or Southern Protectorate! Ewu"
6381,0,Not Hate,"Twitter do your thing,I need a girlfriend . I'm rich, I can cook, I’m handsome and I have a job/business. Please retweet my future wife is on your tl. Thank you!"
6382,2,Hate,"I guess u are referring to Nigerians,right? Though I beg to differ as the Southwest are the real cowards.With all their education,they prefer to pander to the North.I saw this on someone’s timeline, hope I am not out of context here. Salud! Oh I can’t, Nigeria lacks all"
6383,2,Hate,If Northerners enter dis country now..dem fit slaughter them that it's prophet Mohammed that send them... Awon oloriburuku people
6384,1,Neutral,"Don't be an ashole moron child. You are the fool i have ever seeing. Do you even know the meaning of shiites. Meanwhile,i am not an hausa or a northerner. My people dont beg. We aint the kidnappers you know."
6385,2,Hate,"You hypocrite should not deceive yourselves. You are here claiming to live a moral life, demolishing peoples properties, meanwhile your ladies are foKing under hijab🤣, your malo boys are gays. Alhaji foKing young boys n girls. U can't deceive person lik me wey grow for north 🤣"
6388,1,Neutral,You are a dumb human. Did he prey on underage girls? Mumu
6389,0,Not Hate,Happy sallah real Gees!!!
6390,2,Hate,"Very soon a muslim hausa man will not rule this country then u will know it was never because of tribe religion or state I don't know if u guys ever think outside your useless self righteousness nonsense. ...stupid hausa cows,"
6391,0,Not Hate,Tozali ne 🌝ana shafama babies a ido 😂
6392,0,Not Hate,"Nigeria speaks about 520 languages and by origin, I am from the Eastern part, born in the Northern half, and live now in the Western side. I am well travelled and learned in it's culture. It's diversity and perplexity, whores and flaws are all I live to write for."
6393,1,Neutral,i hate the kluminatti. they are all suckers. Allahumma dammin freemasons
6394,1,Neutral,Yoruba demon 🤣
6395,1,Neutral,This selective judgement is disgusting how many times have different Northern Groups issue Quit Notice to Southerners Igbos especially. Recently they threaten Bishop Kukah to leave. Did those Governors condemn them the way Seyi did to Igboho. Don't worry we know you own Nigeria
6396,2,Hate,Women just need to learn to live. No explanations whatsoever. Just live bitch.
6399,1,Neutral,Your region is the terrorist zone in Nigeria 🇳🇬 and poverty is killing you all there. Clean yours eyes before talking about India 🇮🇳.
6400,0,Not Hate,Hope you be treated malaria bro.... Cos this your dream look malaria-sh in nature
6402,0,Not Hate,is being biased for calling out the southern governor. There is northern governor's forum which the northern governors sit and make decision. It has never been condemned for a day. Restructure Nigeria Now and end .
6404,0,Not Hate,This kind of woman is among the reasons wants to save simps. Indomie generation go just open mouth waw like waw detergent. 😏
6405,2,Hate,"See I am not even a religious person, but note that not all religions ate the same relative to other religions islam is a scourge on the human race! It only teaches and advocates for the destruction of others and also the establishment of a primitive society I.e. sharia🤝"
6406,0,Not Hate,""": sharrap dere!!!! Did u jus call me ""undercover ibo girl"" chooiiii lmaoooooooooo u hve killed me"""
6408,2,Hate,"This crazy bitches wit dia sense of entitlement...who the fu*k ar u ? It ladies wit dis mentally dat mostly don't av anything to offer in a relationship,even dia so called pus*y is nothing but a public toilet and there body Center of Tourism for guys .... Mtcheeww"
6411,2,Hate,Western pretend to advocate the freedom of expression but when it comes to refusing homosexuality their standards of freedom get change into bullying ..disgusting western double standards..
6412,1,Neutral,You must be mad for using my girlfriend pic You better take that down werey
6413,0,Not Hate,Lol we will buy belloti
6414,2,Hate,"Igbo girls are extremists. The fine ones are alwayz too fine while the ugly ones are just too ugly"""
6415,2,Hate,Girls leave good guys who truly love them and tell them the truth all the time and be falling hard for fuck boys and Yoruba demons.😣😖😏😏
6416,1,Neutral,""": Guys insult each other and don't mean it. Girls compliment each other and don't mean it.""liar liar"
6417,0,Not Hate,I liked a video LINK Funny Elephant Video
6418,0,Not Hate,"The Talakawas say it's our Commonwealth! Our children will go to school too. Thugs on the streets. Miscreants. Almajiris. Drug addicted rotten hopes. No more! I saw Almajiris threw away their begging plates. ""Wahidi no more!"" ""How can I be hungry in a land of plenty?"""
6419,2,Hate,"That was typical Igbo man attitude ,always thinking their thought is right with arrogance , when SW keep encouraging their people to have PVC they are busy supporting miscreants to burn their PVC because they lack understanding of democracy"
6420,2,Hate,Pls not by gunmen but by Fulani Terrorist.
6422,1,Neutral,"You and Kosy are wicked people, terrible teachers like this. I teach your friend Ibibio on a regular and he is here hoarding Igbo phonetics. Wicked lots"
6423,1,Neutral,"Govt interests didn't send in those protesters That's why the police fuck with them NURTW Agbero, killer Fulani herdsmen, killer bandits and hoodlums all represent govt interest in one form or another. Hence the police inactivity Nigeria is not worth dying or fighting for."
6425,1,Neutral,"Yoruba Cursed Prodigal Son no dey see ds kind video advertise 4 their Brainwashed 5% Buharists who enjoys though grudgingly, living in Darkness, Massive Starvation, Untimely Deaths, Empty Brain and Hallucinated minds, Janjaweed killing Urchin Supporters of . LINK"
6427,2,Hate,Nigeria ladies are crazy
6428,0,Not Hate,🤔wetyn Chinyere nọ go see for Galilee
6429,0,Not Hate,"😂tell ur niggas friends u r single . If they agree with u , u are single!"
6430,2,Hate,"He's a tyrant....jux imagine d way well-trained 9ja soldiers r being killed in d Northeastern part,in d name of defending d Nation without adequate weapons... D terrorists and Fulani herdsmen go about destroying lives with sophisticated weapons..."
6432,0,Not Hate,"Is it not amazing how Boko Haram, Al-Qaeda and ISIS are not defending Palestine against Isreal?. They only take their 'Jihad' to Muslim dominated areas like Northern Nigeria and Syria. What more shall we say? Absolutely nothing!"
